0 1001 264 1011 254
0 968 167 978 157
0 934 77 944 67
0 909 80 919 70
0 816 133 826 123
0 755 116 765 106
0 812 197 822 187
0 807 221 817 211
0 765 205 775 195
0 853 411 863 401
0 901 542 911 532
0 755 609 765 599
0 710 653 720 643
0 689 511 699 501
0 651 547 661 537
0 724 401 734 391
0 735 371 745 361
0 712 321 722 311
0 736 304 746 294
0 747 265 757 255
0 657 235 667 225
0 626 231 636 221
0 585 225 595 215
0 594 64 604 54
0 564 59 574 49
0 526 60 536 50
0 438 57 448 47
0 327 76 337 66
0 248 238 258 228
0 483 319 493 309
0 544 328 554 318
0 633 360 643 350
0 444 334 454 324
0 446 390 456 380
0 407 411 417 401
0 372 370 382 360
0 308 572 318 562
0 252 589 262 579
0 217 588 227 578
0 197 580 207 570
0 300 649 310 639
0 416 618 426 608
0 497 550 507 540
0 525 635 535 625
0 483 671 493 661
0 416 731 426 721
0 786 762 796 752
