0 749 705 759 695
0 707 783 717 773
0 691 792 701 782
0 694 701 704 691
0 606 715 616 705
0 604 611 614 601
0 641 624 651 614
0 629 623 639 613
0 662 626 672 616
0 642 593 652 583
0 651 588 661 578
0 703 553 713 543
0 729 614 739 604
0 737 628 747 618
0 771 629 781 619
0 773 612 783 602
0 799 607 809 597
0 810 630 820 620
0 837 627 847 617
0 860 627 870 617
0 881 724 891 714
0 908 696 918 686
0 977 679 987 669
0 972 637 982 627
0 957 620 967 610
0 983 566 993 556
0 1060 544 1070 534
0 1045 499 1055 489
0 998 511 1008 501
0 979 513 989 503
0 971 517 981 507
0 961 478 971 468
0 1031 408 1041 398
0 885 519 895 509
0 901 472 911 462
0 878 555 888 545
0 852 581 862 571
0 830 502 840 492
0 824 459 834 449
0 802 460 812 450
0 788 478 798 468
0 740 541 750 531
0 716 512 726 502
0 687 490 697 480
0 670 474 680 464
0 649 464 659 454
0 581 497 591 487
0 624 486 634 476
0 606 420 616 410
0 654 436 664 426
0 746 449 756 439
0 836 414 846 404
0 530 509 540 499
0 515 531 525 521
0 489 566 499 556
0 398 574 408 564
0 371 572 381 562
0 346 586 356 576
0 326 615 336 605
0 334 636 344 626
0 392 653 402 643
0 465 710 475 700
0 354 687 364 677
0 353 664 363 654
0 298 655 308 645
0 294 625 304 615
0 247 636 257 626
0 307 523 317 513
0 329 501 339 491
0 355 485 365 475
0 380 447 390 437
0 386 419 396 409
0 391 381 401 371
0 371 353 381 343
0 313 346 323 336
0 304 393 314 383
0 268 393 278 383
0 267 353 277 343
0 237 340 247 330
0 272 247 282 237
0 297 251 307 241
0 303 220 313 210
0 258 195 268 185
0 282 171 292 161
0 267 102 277 92
0 322 188 332 178
0 355 194 365 184
0 379 179 389 169
0 432 180 442 170
0 462 180 472 170
0 357 108 367 98
0 372 87 382 77
0 376 23 386 13
0 470 99 480 89
0 444 69 454 59
0 418 59 428 49
0 204 245 214 235
0 198 258 208 248
0 168 368 178 358
0 187 418 197 408
0 154 417 164 407
0 229 442 239 432
0 235 424 245 414
0 232 511 242 501
0 274 485 284 475
0 388 285 398 275
0 388 285 398 275
0 477 400 487 390
0 495 433 505 423
0 556 242 566 232
0 575 231 585 221
0 593 266 603 256
0 571 276 581 266
0 538 293 548 283
0 539 315 549 305
0 557 319 567 309
0 593 343 603 333
0 583 370 593 360
0 671 371 681 361
0 630 264 640 254
0 621 204 631 194
0 641 204 651 194
0 690 215 700 205
0 713 163 723 153
0 719 81 729 71
0 708 60 718 50
0 650 99 660 89
0 647 43 657 33
0 606 36 616 26
0 740 171 750 161
0 762 150 772 140
0 836 55 846 45
0 897 58 907 48
0 898 76 908 66
0 1004 277 1014 267
0 938 247 948 237
0 916 278 926 268
0 913 314 923 304
0 916 345 926 335
0 971 372 981 362
0 989 368 999 358
0 1042 339 1052 329
0 1051 187 1061 177
0 1022 174 1032 164
0 928 395 938 385
0 907 381 917 371
