0 902 155 912 145
0 876 199 886 189
0 832 249 842 239
0 782 269 792 259
0 751 300 761 290
0 652 300 662 290
0 599 269 609 259
0 552 351 562 341
0 438 336 448 326
0 395 350 405 340
0 330 287 340 277
0 318 256 328 246
0 292 213 302 203
0 400 505 410 495
0 373 566 383 556
0 396 681 406 671
0 592 449 602 439
0 611 471 621 461
0 763 465 773 455
0 769 415 779 405
0 582 86 592 76
0 652 59 662 49
0 402 59 412 49
0 364 67 374 57
0 696 34 706 24
0 1058 291 1068 281
0 1054 407 1064 397
0 975 519 985 509
0 952 524 962 514
0 919 627 929 617
0 943 673 953 663
0 775 513 785 503
0 788 486 798 476
0 756 597 766 587
0 790 660 800 650
