0 808 653 818 643
0 793 558 803 548
0 750 560 760 550
0 702 588 712 578
0 662 613 672 603
0 617 574 627 564
0 593 554 603 544
0 605 394 615 384
0 642 397 652 387
0 513 399 523 389
0 512 372 522 362
0 616 279 626 269
0 587 199 597 189
0 558 174 568 164
0 510 242 520 232
0 427 256 437 246
0 814 266 824 256
0 844 242 854 232
0 793 372 803 362
0 869 427 879 417
0 342 618 352 608
0 293 601 303 591
0 267 601 277 591
0 253 638 263 628
0 411 739 421 729
0 747 710 757 700
0 343 42 353 32
0 731 752 741 742
