0 972 612 982 602
0 979 587 989 577
0 975 545 985 535
0 960 519 970 509
0 996 498 1006 488
0 958 480 968 470
0 915 464 925 454
0 864 569 874 559
0 926 628 936 618
0 700 636 710 626
0 686 605 696 595
0 578 576 588 566
0 725 475 735 465
0 721 439 731 429
0 750 492 760 482
0 753 442 763 432
0 865 396 875 386
0 835 382 845 372
0 879 360 889 350
0 853 331 863 321
0 827 299 837 289
0 674 315 684 305
0 655 299 665 289
0 608 306 618 296
0 578 279 588 269
0 703 231 713 221
0 739 214 749 204
0 815 159 825 149
0 932 150 942 140
0 962 173 972 163
0 985 215 995 205
0 1015 254 1025 244
0 991 278 1001 268
0 914 314 924 304
0 543 239 553 229
0 676 144 686 134
0 468 171 478 161
0 478 79 488 69
0 517 72 527 62
0 344 157 354 147
0 226 259 236 249
0 350 26 360 16
0 274 475 284 465
0 300 455 310 445
0 392 628 402 618
0 326 589 336 579
0 509 504 519 494
0 569 466 579 456
0 541 424 551 414
0 600 438 610 428
0 776 562 786 552
0 636 777 646 767
0 235 652 245 642
0 220 611 230 601
0 882 738 892 728
0 908 765 918 755
0 1018 442 1028 432
0 604 405 614 395
0 333 436 343 426
0 767 342 777 332
