0 796 560 806 550
0 885 519 895 509
0 942 443 952 433
0 909 408 919 398
0 897 423 907 413
0 935 406 945 396
0 1023 348 1033 338
0 1064 282 1074 272
0 446 586 456 576
0 364 597 374 587
0 543 438 553 428
0 553 481 563 471
0 570 511 580 501
0 796 204 806 194
0 735 256 745 246
0 729 318 739 308
0 723 335 733 325
0 703 156 713 146
0 625 111 635 101
0 560 92 570 82
0 589 117 599 107
0 496 90 506 80
0 453 181 463 171
0 397 175 407 165
0 446 341 456 331
0 318 434 328 424
0 291 440 301 430
0 176 284 186 274
0 460 457 470 447
0 501 486 511 476
0 641 529 651 519
0 665 523 675 513
0 1022 595 1032 585
0 982 636 992 626
0 1053 545 1063 535
0 717 674 727 664
0 615 760 625 750
0 506 142 516 132
0 560 115 570 105
0 333 686 343 676
