0 1011 280 1021 270
0 977 238 987 228
0 971 219 981 209
0 967 164 977 154
0 934 75 944 65
0 899 85 909 75
0 817 144 827 134
0 756 112 766 102
0 814 196 824 186
0 762 191 772 181
0 809 231 819 221
0 768 220 778 210
0 795 287 805 277
0 791 305 801 295
0 759 263 769 253
0 739 312 749 302
0 714 328 724 318
0 733 372 743 362
0 721 413 731 403
0 850 402 860 392
0 902 549 912 539
0 758 604 768 594
0 710 671 720 661
0 729 721 739 711
0 754 718 764 708
0 789 759 799 749
0 693 509 703 499
0 654 551 664 541
0 629 362 639 352
0 665 240 675 230
0 625 235 635 225
0 588 233 598 223
0 601 63 611 53
0 564 59 574 49
0 523 70 533 60
0 443 61 453 51
0 387 131 397 121
0 364 120 374 110
0 312 83 322 73
0 550 323 560 313
0 486 325 496 315
0 443 330 453 320
0 448 390 458 380
0 414 423 424 413
0 365 377 375 367
0 248 242 258 232
0 167 243 177 233
0 325 511 335 501
0 331 562 341 552
0 312 512 322 502
0 255 598 265 588
0 220 593 230 583
0 188 583 198 573
0 292 652 302 642
0 416 623 426 613
0 588 523 598 513
0 579 510 589 500
0 562 502 572 492
0 554 534 564 524
0 498 558 508 548
0 477 521 487 511
0 464 504 474 494
0 534 646 544 636
0 482 676 492 666
0 418 723 428 713
0 559 729 569 719
0 583 707 593 697
