0 761 345 771 335
0 773 323 783 313
0 836 344 846 334
0 798 368 808 358
0 812 410 822 400
0 841 435 851 425
0 724 425 734 415
0 660 515 670 505
0 573 564 583 554
0 572 546 582 536
0 534 465 544 455
0 526 426 536 416
0 537 384 547 374
0 518 359 528 349
0 632 336 642 326
0 561 264 571 254
0 554 166 564 156
0 554 92 564 82
0 637 231 647 221
0 459 236 469 226
0 424 87 434 77
0 329 350 339 340
0 306 262 316 252
0 278 410 288 400
0 271 446 281 436
0 330 574 340 564
0 561 766 571 756
0 721 759 731 749
0 780 765 790 755
0 752 767 762 757
0 961 395 971 385
0 1025 380 1035 370
0 921 284 931 274
0 876 202 886 192
0 1028 237 1038 227
0 968 631 978 621
0 964 610 974 600
