0 801 51 811 41
0 744 142 754 132
0 724 156 734 146
0 698 150 708 140
0 630 91 640 81
0 631 36 641 26
0 689 16 699 6
0 447 82 457 72
0 414 49 424 39
0 367 31 377 21
0 355 85 365 75
0 250 111 260 101
0 299 178 309 168
0 274 171 284 161
0 348 193 358 183
0 369 186 379 176
0 524 268 534 258
0 551 269 561 259
0 571 271 581 261
0 615 270 625 260
0 658 217 668 207
0 768 220 778 210
0 903 265 913 255
0 932 239 942 229
0 983 282 993 272
0 1023 321 1033 311
0 1004 410 1014 400
0 965 452 975 442
0 975 513 985 503
0 987 533 997 523
0 1027 536 1037 526
0 1029 503 1039 493
0 860 502 870 492
0 861 477 871 467
0 819 409 829 399
0 748 442 758 432
0 837 598 847 588
0 828 616 838 606
0 913 679 923 669
0 955 666 965 656
0 746 716 756 706
0 658 696 668 686
0 616 704 626 694
0 627 629 637 619
0 601 619 611 609
0 626 467 636 457
0 635 432 645 422
0 642 363 652 353
0 577 345 587 335
0 577 413 587 403
0 579 490 589 480
0 472 559 482 549
0 461 723 471 713
0 506 772 516 762
0 470 426 480 416
0 463 405 473 395
0 361 442 371 432
0 371 426 381 416
0 276 486 286 476
0 347 593 357 583
0 294 345 304 335
0 354 353 364 343
0 360 384 370 374
0 385 294 395 284
