1.000000000000000000e+00 7.890689548546693004e+02 2.631982065553494294e+02
2.000000000000000000e+00 7.700423623995054641e+02 2.923565244279529907e+02
3.000000000000000000e+00 7.168574520717379528e+02 1.528283858998145206e+02
4.000000000000000000e+00 8.353589981447125865e+02 6.801144094001244866e+01
5.000000000000000000e+00 4.241431663574522304e+02 3.245674087816945530e+02
6.000000000000000000e+00 1.711660482374769003e+02 3.245148423005566656e+02
7.000000000000000000e+00 4.724332096474955165e+02 6.377294372294372806e+02
8.000000000000000000e+00 4.299063079777367307e+02 6.518611626468768918e+02
9.000000000000000000e+00 9.593342609771182197e+02 4.727009894867038042e+02
1.000000000000000000e+01 1.019650896722325569e+03 3.903577612863327886e+02
1.100000000000000000e+01 1.003756029684601344e+03 6.438611626468768918e+02
1.200000000000000000e+01 8.049112554112555245e+02 5.902025355596783811e+02
1.300000000000000000e+01 7.243311688311689522e+02 6.956249226963511774e+02
1.400000000000000000e+01 8.952019171304887095e+02 5.525705009276437067e+02
