1.000000000000000000e+00 7.954901051329625261e+02 7.554678416821273004e+02
2.000000000000000000e+00 7.423051948051950149e+02 7.154146567717996277e+02
3.000000000000000000e+00 7.633317872603588512e+02 6.020448361162646052e+02
4.000000000000000000e+00 7.116205936920225668e+02 6.537560296846011170e+02
5.000000000000000000e+00 5.850924551638838693e+02 7.061777983920840143e+02
6.000000000000000000e+00 5.660924551638838693e+02 7.151777983920840143e+02
7.000000000000000000e+00 4.200640074211503929e+02 7.220726654298082394e+02
8.000000000000000000e+00 4.880912183055041282e+02 6.684140383426097287e+02
9.000000000000000000e+00 5.350918367346939704e+02 6.352031539888682801e+02
1.000000000000000000e+01 6.582513914656774432e+02 5.422019171304884821e+02
1.100000000000000000e+01 6.955414347557207293e+02 5.101487322201608094e+02
1.200000000000000000e+01 7.304628942486087908e+02 4.004894867037723998e+02
1.300000000000000000e+01 9.038599257884973213e+02 5.402019171304884821e+02
1.400000000000000000e+01 8.563330241187386491e+02 4.002000618429190126e+02
1.500000000000000000e+01 7.411209029066174026e+02 3.670943104514533388e+02
1.600000000000000000e+01 8.133324056895487502e+02 2.191450216450216431e+02
1.700000000000000000e+01 8.170429808286953630e+02 1.896972789115646947e+02
1.800000000000000000e+01 7.698055040197898506e+02 1.909341372912801944e+02
1.900000000000000000e+01 7.725160791589364635e+02 2.104870129870130313e+02
2.000000000000000000e+01 7.584369202226346260e+02 2.589613481756339297e+02
2.100000000000000000e+01 7.420683364254794014e+02 3.008302411873841038e+02
2.200000000000000000e+01 7.185680272108845656e+02 3.185148423005566656e+02
2.300000000000000000e+01 6.409353741496599923e+02 3.542520098948671148e+02
2.400000000000000000e+01 5.508290043290044196e+02 3.192779839208410522e+02
2.500000000000000000e+01 4.929860853432283534e+02 3.181462585034014410e+02
2.600000000000000000e+01 4.504591836734695676e+02 3.280411255411255524e+02
2.700000000000000000e+01 4.488803339517626796e+02 3.841209029066171752e+02
2.800000000000000000e+01 4.143534322820038938e+02 4.103843537414966249e+02
2.900000000000000000e+01 3.727739641311071068e+02 3.709891774891775640e+02
3.000000000000000000e+01 4.215377241805815061e+02 6.159397031539888303e+02
3.100000000000000000e+01 2.995098948670378718e+02 6.460980210265925052e+02
3.200000000000000000e+01 2.560355596784169734e+02 5.862551020408163822e+02
3.300000000000000000e+01 3.210627705627707087e+02 5.620442176870748199e+02
3.400000000000000000e+01 2.196403834260977987e+02 5.843076685219541559e+02
3.500000000000000000e+01 1.988506493506494621e+02 5.768865182436611576e+02
3.600000000000000000e+01 2.542724180581324731e+02 2.371716141001855931e+02
3.700000000000000000e+01 3.287733457019172079e+02 7.295887445887456124e+01
3.800000000000000000e+01 4.442223252937539542e+02 5.493228200371061121e+01
3.900000000000000000e+01 5.303286951144095838e+02 5.759029066171933664e+01
4.000000000000000000e+01 5.691975881261596442e+02 5.311657390228822351e+01
4.100000000000000000e+01 6.023033395176253180e+02 6.030086580086583581e+01
4.200000000000000000e+01 5.906978973407547073e+02 2.231450216450216431e+02
4.300000000000000000e+01 6.312773654916513806e+02 2.270398886827458682e+02
4.400000000000000000e+01 6.654356833642550555e+02 2.295661719233148688e+02
4.500000000000000000e+01 7.596737786023502395e+02 1.132489177489178473e+02
4.600000000000000000e+01 8.227535559678417485e+02 1.307492269635126831e+02
4.700000000000000000e+01 9.112810760667905470e+02 7.619573283859006096e+01
4.800000000000000000e+01 9.407288188002476090e+02 6.948515769944344811e+01
4.900000000000000000e+01 9.731765615337046711e+02 1.632495361781076326e+02
5.000000000000000000e+01 1.009282312925170345e+03 2.634876314162029303e+02
