1.000000000000000000e+00 6.085401978973409314e+02 8.114316635745217354e+01
2.000000000000000000e+00 6.031190476190477057e+02 4.422170686456411204e+01
3.000000000000000000e+00 7.517789115646260143e+02 5.740599876314172434e+01
4.000000000000000000e+00 6.659094001236860549e+02 1.116434755720471230e+02
5.000000000000000000e+00 7.433051948051950149e+02 2.218555967841682559e+02
6.000000000000000000e+00 7.828846629560916881e+02 4.218055040197897370e+02
7.000000000000000000e+00 7.337523191094621779e+02 4.313583797155225739e+02
8.000000000000000000e+00 5.954084724799013202e+02 4.170423623995052935e+02
9.000000000000000000e+00 6.038821892393323196e+02 3.554363017934447271e+02
1.000000000000000000e+01 6.107244897959185437e+02 2.794616573902288792e+02
1.100000000000000000e+01 6.226719233147805426e+02 2.329873222016079808e+02
1.200000000000000000e+01 4.717226345083489036e+02 2.788036487322201538e+02
1.300000000000000000e+01 3.757213976499692194e+02 3.100145330859617161e+02
1.400000000000000000e+01 2.674041434755721980e+02 3.541994434137291137e+02
1.500000000000000000e+01 2.718252937538653100e+02 4.752798392084106354e+02
1.600000000000000000e+01 4.276694495980211173e+02 5.620442176870748199e+02
1.700000000000000000e+01 3.401944959802104336e+02 6.080974025974026063e+02
1.800000000000000000e+01 7.513051948051950149e+02 7.438098330241186886e+02
