1.000000000000000000e+00 5.911716141001857068e+02 1.920658627087199193e+02
2.000000000000000000e+00 5.659607297464442581e+02 1.718549783549783569e+02
3.000000000000000000e+00 6.151456400742117694e+02 2.765667903525046540e+02
4.000000000000000000e+00 5.224338280766853586e+02 2.387504638218924811e+02
5.000000000000000000e+00 6.312773654916513806e+02 3.937789115646259006e+02
6.000000000000000000e+00 6.137244897959185437e+02 3.907789115646259006e+02
7.000000000000000000e+00 8.019638218923935256e+02 3.730417439703154514e+02
8.000000000000000000e+00 8.217535559678417485e+02 2.583033395176253180e+02
9.000000000000000000e+00 8.512012987012988106e+02 2.409873222016079808e+02
1.000000000000000000e+01 8.717016079158938737e+02 4.274109461966605181e+02
1.100000000000000000e+01 7.985426716141002998e+02 5.612285095856524322e+02
1.200000000000000000e+01 7.559106369820656255e+02 5.600442176870748199e+02
1.300000000000000000e+01 6.681462585034014410e+02 6.047554112554112180e+02
1.400000000000000000e+01 7.051994434137293410e+02 5.879656771799628814e+02
1.500000000000000000e+01 4.308537414965987296e+02 2.533033395176253180e+02
1.600000000000000000e+01 3.435630797773656582e+02 3.095825602968466228e+01
1.700000000000000000e+01 3.341419294990724325e+02 6.080448361162646052e+02
1.800000000000000000e+01 3.003256029684602595e+02 5.978605442176869929e+02
1.900000000000000000e+01 2.782990105132963095e+02 5.988605442176869929e+02
2.000000000000000000e+01 2.533249845392703605e+02 6.356768707482992795e+02
2.100000000000000000e+01 4.187745825602970058e+02 7.376781076066789637e+02
2.200000000000000000e+01 8.009638218923935256e+02 6.515717377860235047e+02
2.300000000000000000e+01 6.191456400742117694e+02 5.657022263450835453e+02
2.400000000000000000e+01 7.543051948051950149e+02 7.114672232529375151e+02
2.500000000000000000e+01 7.371734693877554037e+02 7.569415584415584135e+02
