1.000000000000000000e+00 7.240417439703155651e+02 4.292266542980829058e+02
2.000000000000000000e+00 6.737517006802722790e+02 5.110961657390228652e+02
3.000000000000000000e+00 9.305970933828077705e+02 2.730930735930736546e+02
4.000000000000000000e+00 8.893070500927644844e+02 1.896972789115646947e+02
5.000000000000000000e+00 8.959650587507730961e+02 1.551178107606679077e+02
6.000000000000000000e+00 1.024966914038342793e+03 2.300924551638837556e+02
7.000000000000000000e+00 6.327510822510823800e+02 3.119094001236858276e+02
8.000000000000000000e+00 6.511196660482376046e+02 2.342241805813234805e+02
9.000000000000000000e+00 4.594066171923315665e+02 2.299873222016079808e+02
1.000000000000000000e+01 4.220114409400125055e+02 9.351175015460739814e+01
1.100000000000000000e+01 3.426156462585035456e+02 3.680055658627100001e+01
1.200000000000000000e+01 3.280102040816328213e+02 3.411202844774273899e+02
1.300000000000000000e+01 3.079836116264688712e+02 2.723824984539270417e+02
1.400000000000000000e+01 3.423262213976500448e+02 5.774128014842300445e+02
1.500000000000000000e+01 5.353286951144095838e+02 4.361215213358070741e+02
1.600000000000000000e+01 5.395129870129871961e+02 4.586218305504019668e+02
1.700000000000000000e+01 7.341734693877554037e+02 7.547047000618429138e+02
1.800000000000000000e+01 7.594369202226346260e+02 7.629415584415584135e+02
1.900000000000000000e+01 5.525921459492890335e+02 1.499335188620902954e+02
2.000000000000000000e+01 5.674344465058752576e+02 1.037752009894867342e+02
